status_type,num_reactions,num_comments,num_shares,num_loves,cluster
photo,28.0,3.0,0.0,0.0,0
photo,63.0,5.0,0.0,0.0,0
photo,19.0,24.0,0.0,0.0,0
photo,21.0,22.000000000000004,0.0,0.0,0
photo,77.0,12.0,0.0,0.0,0
video,137.0,3.0,1.0,0.0,1
photo,537.0,16.0,1.0,0.0,0
photo,57.0,5.0,1.0,0.0,0
video,144.0,11.000000000000002,0.0,0.0,1
photo,13.0,1.0,0.0,0.0,0
photo,10.0,0.0,0.0,0.0,0
video,108.0,5.0,0.0,0.0,1
photo,49.00000000000001,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,29.0,1.0,0.0,0.0,0
photo,24.000000000000004,2.0,2.0,0.0,0
photo,156.0,17.0,0.0,0.0,0
photo,56.0,1.0,0.0,0.0,0
photo,34.0,1.0,0.0,0.0,0
photo,16.0,1.0,0.0,0.0,0
photo,25.000000000000004,1.0,0.0,0.0,0
photo,38.0,4.0,1.0,0.0,0
photo,45.0,5.0,0.0,0.0,0
photo,74.0,2.0,0.0,0.0,0
photo,8.0,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,131.0,8.0,0.0,0.0,0
photo,32.0,3.0,0.0,0.0,0
photo,14.0,1.0,1.0,0.0,0
photo,90.0,10.0,4.0,0.0,0
photo,122.0,2.0,0.0,0.0,0
photo,5.0,0.0,0.0,0.0,0
photo,97.00000000000001,5.0,1.0,0.0,0
photo,31.0,1.0,0.0,0.0,0
photo,80.0,4.0,0.0,0.0,0
photo,51.0,1.0,1.0,0.0,0
photo,38.0,0.0,0.0,0.0,0
photo,102.0,5.0,0.0,0.0,0
photo,91.99999999999999,10.0,1.0,0.0,0
photo,54.0,4.0,0.0,0.0,0
photo,44.0,4.0,0.0,0.0,0
photo,78.0,5.0,1.0,0.0,0
photo,66.0,10.0,1.0,0.0,0
photo,54.0,6.0,2.0,0.0,0
photo,25.000000000000004,0.0,0.0,0.0,0
photo,74.0,5.0,1.0,0.0,0
photo,79.0,7.0,1.0,0.0,0
photo,104.0,3.0,1.0,0.0,0
photo,38.0,7.0,0.0,0.0,0
photo,17.0,6.0,0.0,0.0,0
photo,75.0,8.0,0.0,0.0,0
photo,52.0,3.0,0.0,0.0,0
photo,38.0,0.0,5.0,0.0,0
photo,58.0,5.0,0.0,0.0,0
photo,12.000000000000002,1.0,2.0,0.0,0
photo,4.0,0.0,2.0,0.0,0
photo,28.0,4.0,0.0,0.0,0
photo,4.0,0.0,1.0,0.0,0
photo,51.0,0.0,0.0,0.0,0
photo,18.0,1.0,0.0,0.0,0
photo,45.0,0.0,0.0,0.0,0
photo,14.0,0.0,0.0,0.0,0
photo,54.0,1.0,0.0,0.0,0
photo,65.0,4.0,0.0,0.0,0
photo,73.0,0.0,0.0,0.0,0
photo,43.0,3.0,0.0,0.0,0
photo,28.0,4.0,1.0,0.0,0
photo,22.0,1.0,0.0,0.0,0
photo,39.0,3.0,0.0,0.0,0
photo,62.0,8.0,0.0,0.0,0
photo,20.0,2.0,0.0,0.0,0
photo,17.0,0.0,0.0,0.0,0
photo,49.00000000000001,7.0,0.0,0.0,0
photo,62.0,7.0,0.0,0.0,0
photo,43.0,2.0,0.0,0.0,0
photo,30.0,1.0,0.0,0.0,0
photo,28.0,0.0,0.0,0.0,0
photo,49.00000000000001,2.0,2.0,0.0,0
photo,67.0,6.0,0.0,0.0,0
photo,20.0,1.0,0.0,0.0,0
photo,81.0,5.0,0.0,0.0,0
photo,58.0,6.0,1.0,0.0,0
photo,13.0,5.0,0.0,0.0,0
photo,46.99999999999999,0.0,0.0,0.0,0
photo,7.0,0.0,2.0,0.0,0
photo,62.0,2.0,1.0,0.0,0
photo,84.0,6.0,0.0,0.0,0
photo,22.999999999999996,2.0,0.0,0.0,0
photo,19.0,4.0,0.0,0.0,0
photo,13.0,0.0,1.0,0.0,0
photo,8.0,1.0,1.0,0.0,0
photo,35.0,1.0,0.0,0.0,0
photo,37.0,0.0,0.0,0.0,0
photo,73.0,10.0,0.0,0.0,0
photo,114.0,9.0,0.0,0.0,0
photo,69.0,6.0,0.0,0.0,0
photo,43.0,0.0,0.0,0.0,0
photo,106.0,3.0,0.0,0.0,0
photo,69.0,2.0,0.0,0.0,0
photo,65.0,2.0,0.0,0.0,0
photo,52.0,0.0,0.0,0.0,0
photo,79.0,1.0,0.0,0.0,0
photo,49.00000000000001,1.0,0.0,0.0,0
photo,31.0,0.0,0.0,0.0,0
photo,7.0,0.0,2.0,0.0,0
photo,6.000000000000001,0.0,2.0,0.0,0
photo,7.0,0.0,0.0,0.0,0
photo,5.0,1.0,1.0,0.0,0
photo,18.0,1.0,0.0,0.0,0
photo,32.0,0.0,7.0,0.0,0
photo,33.0,1.0,0.0,0.0,0
photo,97.00000000000001,0.0,0.0,0.0,0
photo,102.0,16.0,0.0,0.0,0
photo,38.0,10.0,0.0,0.0,0
photo,16.0,2.0,0.0,0.0,0
photo,3.0000000000000004,1.0,2.0,0.0,0
photo,27.0,0.0,5.0,0.0,0
photo,78.0,4.0,35.0,0.0,0
photo,29.0,0.0,0.0,0.0,0
photo,66.0,9.0,0.0,0.0,0
photo,78.0,16.0,0.0,0.0,0
photo,57.0,9.0,1.0,0.0,0
photo,19.0,4.0,0.0,0.0,0
photo,82.0,14.0,0.0,0.0,0
photo,5.0,4.0,1.0,0.0,0
photo,52.0,5.0,0.0,0.0,0
photo,45.0,14.0,0.0,0.0,0
status,41.0,19.0,11.0,0.0,0
photo,55.0,10.0,0.0,0.0,0
photo,40.0,1.0,0.0,0.0,0
photo,48.00000000000001,4.0,0.0,0.0,0
photo,53.0,7.0,0.0,0.0,0
photo,5.0,0.0,0.0,0.0,0
photo,0.0,0.0,0.0,0.0,0
photo,74.0,6.0,0.0,0.0,0
photo,7.0,1.0,2.0,0.0,0
photo,96.00000000000001,214.0,0.0,0.0,0
photo,43.0,2.0,0.0,0.0,0
photo,13.0,3.0,0.0,0.0,0
photo,28.0,3.0,0.0,0.0,0
photo,34.0,0.0,1.0,0.0,0
photo,83.0,1.0,0.0,0.0,0
photo,7.0,0.0,0.0,0.0,0
photo,34.0,0.0,0.0,0.0,0
photo,97.00000000000001,3.0,0.0,0.0,0
photo,24.000000000000004,4.0,0.0,0.0,0
photo,106.0,18.0,0.0,0.0,0
photo,131.0,4.0,0.0,0.0,0
photo,132.0,7.0,0.0,0.0,0
photo,79.0,5.0,0.0,0.0,0
photo,71.0,2.0,7.0,0.0,0
photo,55.0,8.0,5.0,0.0,0
photo,51.0,9.0,0.0,0.0,0
photo,45.99999999999999,3.0,1.0,0.0,0
photo,5.0,2.0,2.0,0.0,0
photo,52.0,5.0,0.0,0.0,0
photo,18.0,0.0,0.0,0.0,0
photo,207.0,13.0,0.0,0.0,0
photo,105.0,5.0,0.0,0.0,0
photo,30.0,0.0,0.0,0.0,0
photo,32.0,0.0,0.0,0.0,0
photo,44.0,10.0,0.0,0.0,0
photo,100.00000000000001,28.0,1.0,0.0,0
photo,58.0,4.0,0.0,0.0,0
photo,22.0,1.0,0.0,0.0,0
photo,26.0,0.0,0.0,0.0,0
photo,45.0,4.0,0.0,0.0,0
photo,21.0,0.0,0.0,0.0,0
photo,75.0,15.0,0.0,0.0,0
photo,21.0,0.0,1.0,0.0,0
photo,72.0,22.999999999999996,0.0,0.0,0
photo,50.00000000000001,1.0,0.0,0.0,0
photo,26.0,6.0,0.0,0.0,0
photo,45.99999999999999,9.0,0.0,0.0,0
photo,80.0,7.0,0.0,0.0,0
photo,41.0,11.000000000000002,0.0,0.0,0
photo,69.0,6.0,0.0,0.0,0
photo,3.0000000000000004,2.0,2.0,0.0,0
photo,21.0,4.0,0.0,0.0,0
photo,64.0,1.0,0.0,0.0,0
photo,60.0,19.0,0.0,0.0,0
photo,25.000000000000004,3.0,0.0,0.0,0
photo,48.00000000000001,17.0,0.0,0.0,0
photo,45.0,4.0,0.0,0.0,0
photo,2.0,0.0,1.0,0.0,0
photo,7.0,0.0,1.0,0.0,0
photo,61.0,13.0,0.0,0.0,0
photo,16.0,9.0,0.0,0.0,0
photo,27.0,3.0,0.0,0.0,0
photo,42.0,16.0,11.0,0.0,0
photo,65.0,0.0,0.0,0.0,0
photo,44.0,4.0,0.0,0.0,0
photo,55.0,12.0,0.0,0.0,0
photo,59.0,7.0,0.0,0.0,0
photo,51.0,6.0,0.0,0.0,0
photo,41.0,1.0,0.0,0.0,0
photo,12.000000000000002,5.0,0.0,0.0,0
photo,57.0,7.0,0.0,0.0,0
photo,55.0,7.0,0.0,0.0,0
photo,76.0,4.0,0.0,0.0,0
photo,103.0,14.0,0.0,0.0,0
photo,45.99999999999999,2.0,0.0,0.0,0
photo,74.0,14.0,0.0,0.0,0
photo,25.000000000000004,0.0,0.0,0.0,0
photo,34.0,0.0,0.0,0.0,0
photo,50.00000000000001,1.0,0.0,0.0,0
photo,46.99999999999999,0.0,0.0,0.0,0
photo,64.0,2.0,0.0,0.0,0
photo,40.0,1.0,0.0,0.0,0
photo,58.0,1.0,0.0,0.0,0
photo,67.0,3.0,0.0,0.0,0
photo,50.00000000000001,3.0,0.0,0.0,0
photo,53.0,1.0,0.0,0.0,0
photo,67.0,8.0,0.0,0.0,0
photo,90.0,12.0,0.0,0.0,0
photo,60.0,2.0,0.0,0.0,0
photo,30.0,8.0,0.0,0.0,0
photo,52.0,10.0,0.0,0.0,0
photo,5.0,0.0,0.0,0.0,0
photo,56.0,14.0,0.0,0.0,0
photo,26.0,2.0,0.0,0.0,0
photo,71.0,11.000000000000002,0.0,0.0,0
photo,53.0,4.0,0.0,0.0,0
photo,35.0,2.0,0.0,0.0,0
photo,31.0,2.0,0.0,0.0,0
photo,45.0,0.0,0.0,0.0,0
photo,20.0,1.0,0.0,0.0,0
photo,3.0000000000000004,2.0,2.0,0.0,0
photo,48.00000000000001,0.0,0.0,0.0,0
photo,18.0,0.0,0.0,0.0,0
photo,56.0,10.0,0.0,0.0,0
photo,64.0,2.0,1.0,0.0,0
photo,63.0,0.0,0.0,0.0,0
photo,40.0,9.0,2.0,0.0,0
photo,91.99999999999999,1.0,0.0,0.0,0
photo,53.0,0.0,0.0,0.0,0
photo,33.0,0.0,0.0,0.0,0
photo,84.0,6.0,0.0,0.0,0
photo,87.0,11.000000000000002,0.0,0.0,0
photo,26.0,0.0,0.0,0.0,0
photo,22.0,0.0,0.0,0.0,0
photo,78.0,0.0,5.0,0.0,0
photo,67.0,6.0,7.0,0.0,0
photo,26.0,1.0,0.0,0.0,0
photo,14.0,0.0,0.0,0.0,0
photo,18.0,0.0,0.0,0.0,0
photo,24.000000000000004,0.0,0.0,0.0,0
photo,27.0,0.0,0.0,0.0,0
photo,30.0,11.000000000000002,0.0,0.0,0
photo,34.0,4.0,0.0,0.0,0
photo,26.0,1.0,1.0,0.0,0
photo,38.0,4.0,0.0,0.0,0
photo,55.0,5.0,0.0,0.0,0
photo,80.0,9.0,0.0,0.0,0
photo,33.0,3.0,0.0,0.0,0
photo,44.0,10.0,0.0,0.0,0
photo,41.0,7.0,0.0,0.0,0
photo,30.0,3.0,0.0,0.0,0
photo,34.0,0.0,0.0,0.0,0
photo,30.0,0.0,0.0,0.0,0
photo,38.0,9.0,0.0,0.0,0
photo,24.000000000000004,4.0,1.0,0.0,0
photo,37.0,2.0,0.0,0.0,0
photo,18.0,3.0,0.0,0.0,0
photo,55.0,15.0,0.0,0.0,0
photo,54.0,3.0,0.0,0.0,0
photo,67.0,11.000000000000002,0.0,0.0,0
photo,93.99999999999999,18.0,0.0,0.0,0
photo,41.0,2.0,0.0,0.0,0
photo,36.0,2.0,0.0,0.0,0
photo,65.0,3.0,1.0,0.0,0
photo,90.0,6.0,0.0,0.0,0
photo,42.0,2.0,0.0,0.0,0
photo,48.00000000000001,4.0,0.0,0.0,0
photo,45.0,10.0,0.0,0.0,0
photo,46.99999999999999,2.0,0.0,0.0,0
photo,31.0,4.0,0.0,0.0,0
photo,105.0,22.999999999999996,0.0,0.0,0
photo,48.00000000000001,0.0,0.0,0.0,0
photo,37.0,5.0,0.0,0.0,0
photo,5.0,2.0,2.0,0.0,0
photo,11.0,0.0,0.0,0.0,0
photo,27.0,11.000000000000002,1.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,43.0,1.0,0.0,0.0,0
photo,45.99999999999999,4.0,0.0,0.0,0
photo,53.0,3.0,0.0,0.0,0
photo,10.0,1.0,0.0,0.0,0
photo,22.0,5.0,0.0,0.0,0
photo,12.000000000000002,3.0,1.0,0.0,0
photo,50.00000000000001,6.0,0.0,0.0,0
photo,46.99999999999999,13.0,0.0,0.0,0
photo,14.0,0.0,2.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,25.000000000000004,18.0,0.0,0.0,0
photo,16.0,0.0,0.0,0.0,0
photo,45.99999999999999,2.0,0.0,0.0,0
photo,76.0,1.0,0.0,0.0,0
photo,16.0,0.0,0.0,0.0,0
photo,40.0,1.0,0.0,0.0,0
photo,83.0,15.0,0.0,0.0,0
photo,89.0,28.0,1.0,0.0,0
photo,30.0,0.0,0.0,0.0,0
photo,12.000000000000002,0.0,0.0,0.0,0
photo,52.0,17.0,0.0,0.0,0
photo,58.0,19.0,0.0,0.0,0
photo,22.0,4.0,0.0,0.0,0
photo,6.000000000000001,0.0,0.0,0.0,0
photo,30.0,2.0,0.0,0.0,0
photo,58.0,5.0,0.0,0.0,0
photo,32.0,4.0,5.0,0.0,0
photo,48.00000000000001,5.0,0.0,0.0,0
photo,43.0,4.0,0.0,0.0,0
photo,30.0,0.0,0.0,0.0,0
photo,41.0,3.0,0.0,0.0,0
photo,42.0,10.0,0.0,0.0,0
photo,59.0,6.0,0.0,0.0,0
photo,17.0,0.0,0.0,0.0,0
photo,46.99999999999999,0.0,0.0,0.0,0
photo,14.0,5.0,2.0,0.0,0
photo,12.000000000000002,1.0,0.0,0.0,0
status,30.0,22.999999999999996,4.0,0.0,0
photo,25.000000000000004,3.0,1.0,0.0,0
photo,0.0,0.0,0.0,0.0,0
photo,4.0,1.0,0.0,0.0,0
photo,3.0000000000000004,0.0,0.0,0.0,0
photo,5.0,1.0,1.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,11.0,6.0,0.0,0.0,0
photo,38.0,10.0,0.0,0.0,0
photo,13.0,0.0,0.0,0.0,0
photo,19.0,0.0,0.0,0.0,0
photo,15.0,1.0,0.0,0.0,0
photo,21.0,4.0,0.0,0.0,0
photo,42.0,2.0,0.0,0.0,0
photo,12.000000000000002,0.0,0.0,0.0,0
photo,19.0,4.0,0.0,0.0,0
photo,24.000000000000004,2.0,0.0,0.0,0
photo,32.0,1.0,0.0,0.0,0
photo,15.0,8.0,0.0,0.0,0
photo,22.0,4.0,0.0,0.0,0
photo,33.0,8.0,0.0,0.0,0
photo,11.0,6.0,0.0,0.0,0
photo,46.99999999999999,6.0,0.0,0.0,0
photo,41.0,7.0,0.0,0.0,0
photo,29.0,4.0,0.0,0.0,0
photo,48.00000000000001,7.0,0.0,0.0,0
photo,13.0,8.0,0.0,0.0,0
photo,32.0,2.0,0.0,0.0,0
photo,42.0,8.0,0.0,0.0,0
photo,26.0,5.0,0.0,0.0,0
photo,67.0,25.0,0.0,0.0,0
photo,22.999999999999996,4.0,0.0,0.0,0
photo,33.0,4.0,0.0,0.0,0
photo,25.000000000000004,3.0,0.0,0.0,0
photo,22.0,4.0,0.0,0.0,0
photo,26.0,0.0,0.0,0.0,0
photo,38.0,10.0,0.0,0.0,0
photo,50.00000000000001,19.0,0.0,0.0,0
photo,29.0,1.0,0.0,0.0,0
photo,26.0,0.0,0.0,0.0,0
photo,25.000000000000004,1.0,0.0,0.0,0
photo,15.0,0.0,0.0,0.0,0
photo,18.0,0.0,0.0,0.0,0
photo,28.0,4.0,0.0,0.0,0
photo,14.0,22.999999999999996,0.0,0.0,0
photo,20.0,2.0,0.0,0.0,0
photo,17.0,21.0,0.0,0.0,0
photo,34.0,0.0,0.0,0.0,0
photo,17.0,11.000000000000002,0.0,0.0,0
photo,40.0,6.0,0.0,0.0,0
photo,21.0,5.0,0.0,0.0,0
photo,14.0,4.0,0.0,0.0,0
photo,43.0,17.0,1.0,0.0,0
photo,27.0,5.0,0.0,0.0,0
photo,35.0,22.000000000000004,0.0,0.0,0
photo,24.000000000000004,1.0,0.0,0.0,0
photo,30.0,4.0,0.0,0.0,0
photo,21.0,2.0,0.0,0.0,0
photo,41.0,7.0,0.0,0.0,0
photo,15.0,1.0,0.0,0.0,0
photo,27.0,6.0,0.0,0.0,0
photo,22.0,3.0,0.0,0.0,0
photo,36.0,13.0,0.0,0.0,0
photo,10.0,18.0,0.0,0.0,0
photo,24.000000000000004,5.0,0.0,0.0,0
photo,19.0,1.0,0.0,0.0,0
photo,63.0,25.0,0.0,0.0,0
photo,46.99999999999999,15.0,0.0,0.0,0
photo,57.0,11.000000000000002,0.0,0.0,0
photo,14.0,4.0,0.0,0.0,0
photo,35.0,5.0,0.0,0.0,0
photo,12.000000000000002,0.0,2.0,0.0,0
photo,15.0,3.0,0.0,0.0,0
photo,31.0,15.0,0.0,0.0,0
photo,45.0,5.0,0.0,0.0,0
photo,35.0,24.0,0.0,0.0,0
photo,38.0,30.0,0.0,0.0,0
photo,26.0,11.000000000000002,0.0,0.0,0
photo,35.0,11.000000000000002,0.0,0.0,0
photo,53.0,36.0,0.0,0.0,0
photo,26.0,0.0,0.0,0.0,0
photo,16.0,0.0,0.0,0.0,0
photo,28.0,7.0,0.0,0.0,0
photo,16.0,1.0,1.0,0.0,0
photo,26.0,16.0,0.0,0.0,0
photo,26.0,11.000000000000002,0.0,0.0,0
photo,27.0,14.0,0.0,0.0,0
photo,33.0,6.0,0.0,0.0,0
photo,27.0,8.0,0.0,0.0,0
photo,37.0,10.0,0.0,0.0,0
photo,22.999999999999996,5.0,1.0,0.0,0
photo,13.0,0.0,0.0,0.0,0
photo,17.0,8.0,0.0,0.0,0
photo,30.0,0.0,0.0,0.0,0
photo,18.0,13.0,0.0,0.0,0
photo,30.0,9.0,0.0,0.0,0
photo,26.0,7.0,0.0,0.0,0
photo,16.0,9.0,0.0,0.0,0
photo,46.99999999999999,5.0,0.0,0.0,0
photo,16.0,7.0,0.0,0.0,0
photo,13.0,9.0,1.0,0.0,0
photo,32.0,13.0,1.0,0.0,0
photo,21.0,11.000000000000002,0.0,0.0,0
photo,24.000000000000004,8.0,0.0,0.0,0
photo,22.0,4.0,0.0,0.0,0
photo,14.0,2.0,0.0,0.0,0
photo,24.000000000000004,12.0,3.0,0.0,0
photo,24.000000000000004,1.0,0.0,0.0,0
photo,18.0,20.0,0.0,0.0,0
photo,14.0,2.0,0.0,0.0,0
photo,17.0,4.0,0.0,0.0,0
photo,14.0,0.0,0.0,0.0,0
photo,16.0,0.0,0.0,0.0,0
photo,15.0,0.0,0.0,0.0,0
photo,11.0,1.0,0.0,0.0,0
photo,15.0,0.0,1.0,0.0,0
photo,15.0,1.0,0.0,0.0,0
photo,16.0,8.0,0.0,0.0,0
photo,14.0,0.0,0.0,0.0,0
photo,17.0,0.0,0.0,0.0,0
photo,0.0,0.0,1.0,0.0,0
photo,32.0,2.0,0.0,0.0,0
photo,29.0,7.0,5.0,0.0,0
photo,19.0,12.0,0.0,0.0,0
photo,49.00000000000001,5.0,0.0,0.0,0
photo,62.0,25.0,1.0,0.0,0
photo,9.0,11.000000000000002,0.0,0.0,0
photo,33.0,7.0,0.0,0.0,0
photo,40.0,28.0,0.0,0.0,0
photo,45.99999999999999,31.0,0.0,0.0,0
photo,31.0,11.000000000000002,0.0,0.0,0
photo,15.0,0.0,0.0,0.0,0
photo,40.0,17.0,0.0,0.0,0
photo,20.0,5.0,0.0,0.0,0
photo,32.0,9.0,1.0,0.0,0
photo,34.0,11.000000000000002,1.0,0.0,0
photo,14.0,0.0,0.0,0.0,0
photo,16.0,10.0,2.0,0.0,0
photo,5.0,0.0,1.0,0.0,0
photo,21.0,0.0,0.0,0.0,0
photo,18.0,1.0,0.0,0.0,0
photo,14.0,6.0,0.0,0.0,0
photo,22.999999999999996,0.0,0.0,0.0,0
photo,20.0,22.000000000000004,0.0,0.0,0
photo,24.000000000000004,24.0,0.0,0.0,0
photo,24.000000000000004,30.0,0.0,0.0,0
photo,19.0,25.0,0.0,0.0,0
photo,4.0,0.0,0.0,0.0,0
photo,35.0,7.0,0.0,0.0,0
photo,15.0,4.0,0.0,0.0,0
photo,16.0,2.0,0.0,0.0,0
photo,20.0,6.0,0.0,0.0,0
photo,15.0,18.0,0.0,0.0,0
photo,22.999999999999996,4.0,0.0,0.0,0
photo,18.0,0.0,0.0,0.0,0
photo,16.0,4.0,0.0,0.0,0
photo,17.0,1.0,0.0,0.0,0
photo,15.0,11.000000000000002,0.0,0.0,0
photo,27.0,1.0,0.0,0.0,0
photo,25.000000000000004,6.0,0.0,0.0,0
photo,24.000000000000004,8.0,0.0,0.0,0
photo,14.0,0.0,1.0,0.0,0
photo,22.0,3.0,0.0,0.0,0
photo,15.0,3.0,0.0,0.0,0
photo,34.0,44.00000000000001,0.0,0.0,0
photo,14.0,3.0,9.0,0.0,0
photo,18.0,2.0,0.0,0.0,0
photo,13.0,3.0,0.0,0.0,0
photo,14.0,1.0,0.0,0.0,0
photo,30.0,0.0,1.0,0.0,0
photo,30.0,8.0,0.0,0.0,0
photo,18.0,3.0,0.0,0.0,0
photo,24.000000000000004,2.0,0.0,0.0,0
photo,21.0,0.0,0.0,0.0,0
photo,8.0,16.0,0.0,0.0,0
photo,22.999999999999996,3.0,0.0,0.0,0
photo,27.0,2.0,0.0,0.0,0
photo,9.0,10.0,0.0,0.0,0
photo,12.000000000000002,0.0,0.0,0.0,0
photo,22.0,1.0,0.0,0.0,0
photo,18.0,6.0,0.0,0.0,0
photo,17.0,6.0,0.0,0.0,0
photo,18.0,0.0,0.0,0.0,0
photo,16.0,2.0,0.0,0.0,0
photo,16.0,0.0,0.0,0.0,0
photo,13.0,2.0,2.0,0.0,0
photo,19.0,3.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,17.0,1.0,0.0,0.0,0
photo,14.0,1.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,13.0,2.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,18.0,3.0,0.0,0.0,0
photo,22.999999999999996,7.0,0.0,0.0,0
photo,17.0,1.0,0.0,0.0,0
photo,17.0,6.0,0.0,0.0,0
photo,14.0,1.0,0.0,0.0,0
photo,1.0,0.0,1.0,0.0,0
photo,10.0,1.0,0.0,0.0,0
photo,13.0,12.0,0.0,0.0,0
photo,35.0,25.0,0.0,0.0,0
photo,4.0,0.0,0.0,0.0,0
photo,15.0,12.0,0.0,0.0,0
photo,11.0,6.0,0.0,0.0,0
photo,8.0,15.0,0.0,0.0,0
photo,11.0,3.0,0.0,0.0,0
photo,22.0,6.0,0.0,0.0,0
photo,10.0,6.0,0.0,0.0,0
photo,11.0,6.0,0.0,0.0,0
photo,14.0,22.999999999999996,0.0,0.0,0
photo,21.0,5.0,0.0,0.0,0
photo,26.0,4.0,0.0,0.0,0
photo,25.000000000000004,9.0,1.0,0.0,0
photo,10.0,11.000000000000002,0.0,0.0,0
photo,11.0,2.0,0.0,0.0,0
photo,22.0,7.0,0.0,0.0,0
photo,11.0,1.0,1.0,0.0,0
photo,14.0,2.0,1.0,0.0,0
photo,33.0,17.0,0.0,0.0,0
photo,19.0,7.0,0.0,0.0,0
photo,27.0,2.0,0.0,0.0,0
photo,20.0,16.0,0.0,0.0,0
photo,27.0,13.0,0.0,0.0,0
photo,19.0,18.0,0.0,0.0,0
photo,10.0,9.0,0.0,0.0,0
photo,27.0,18.0,1.0,0.0,0
photo,87.0,28.0,0.0,0.0,0
photo,24.000000000000004,7.0,0.0,0.0,0
photo,16.0,4.0,0.0,0.0,0
photo,12.000000000000002,0.0,0.0,0.0,0
photo,16.0,5.0,0.0,0.0,0
photo,21.0,8.0,0.0,0.0,0
photo,28.0,1.0,1.0,0.0,0
photo,20.0,0.0,0.0,0.0,0
photo,15.0,3.0,0.0,0.0,0
photo,36.0,5.0,0.0,0.0,0
photo,22.999999999999996,0.0,0.0,0.0,0
photo,31.0,12.0,0.0,0.0,0
photo,19.0,0.0,0.0,0.0,0
photo,16.0,4.0,0.0,0.0,0
photo,30.0,11.000000000000002,0.0,0.0,0
photo,22.0,2.0,0.0,0.0,0
photo,14.0,1.0,2.0,0.0,0
photo,11.0,7.0,0.0,0.0,0
photo,21.0,4.0,0.0,0.0,0
photo,30.0,12.0,0.0,0.0,0
photo,37.0,13.0,0.0,0.0,0
photo,10.0,5.0,0.0,0.0,0
photo,21.0,6.0,0.0,0.0,0
photo,15.0,1.0,0.0,0.0,0
photo,19.0,3.0,0.0,0.0,0
photo,14.0,1.0,0.0,0.0,0
photo,14.0,8.0,0.0,0.0,0
photo,12.000000000000002,0.0,0.0,0.0,0
photo,14.0,12.0,0.0,0.0,0
photo,16.0,3.0,0.0,0.0,0
photo,16.0,0.0,0.0,0.0,0
photo,20.0,3.0,0.0,0.0,0
photo,30.0,10.0,0.0,0.0,0
photo,14.0,8.0,0.0,0.0,0
photo,35.0,10.0,0.0,0.0,0
photo,21.0,4.0,0.0,0.0,0
photo,20.0,7.0,0.0,0.0,0
photo,22.0,10.0,13.0,0.0,0
photo,32.0,14.0,0.0,0.0,0
photo,12.000000000000002,6.0,0.0,0.0,0
photo,11.0,6.0,0.0,0.0,0
photo,12.000000000000002,0.0,0.0,0.0,0
photo,12.000000000000002,0.0,0.0,0.0,0
photo,16.0,1.0,0.0,0.0,0
photo,21.0,5.0,1.0,0.0,0
photo,14.0,2.0,0.0,0.0,0
photo,16.0,3.0,0.0,0.0,0
photo,14.0,0.0,0.0,0.0,0
photo,22.0,12.0,0.0,0.0,0
photo,18.0,0.0,0.0,0.0,0
photo,25.000000000000004,10.0,0.0,0.0,0
photo,22.0,28.0,0.0,0.0,0
photo,9.0,6.0,0.0,0.0,0
photo,16.0,3.0,0.0,0.0,0
photo,16.0,7.0,0.0,0.0,0
photo,25.000000000000004,5.0,0.0,0.0,0
photo,12.000000000000002,5.0,0.0,0.0,0
photo,18.0,2.0,0.0,0.0,0
photo,19.0,12.0,0.0,0.0,0
photo,25.000000000000004,0.0,0.0,0.0,0
photo,22.999999999999996,11.000000000000002,0.0,0.0,0
photo,14.0,3.0,0.0,0.0,0
photo,24.000000000000004,3.0,0.0,0.0,0
photo,36.0,8.0,0.0,0.0,0
photo,22.0,6.0,0.0,0.0,0
photo,28.0,6.0,0.0,0.0,0
photo,15.0,10.0,0.0,0.0,0
photo,22.0,5.0,0.0,0.0,0
photo,21.0,1.0,0.0,0.0,0
photo,32.0,7.0,0.0,0.0,0
photo,19.0,1.0,3.0,0.0,0
photo,12.000000000000002,5.0,0.0,0.0,0
photo,12.000000000000002,3.0,0.0,0.0,0
photo,22.0,11.000000000000002,0.0,0.0,0
photo,17.0,2.0,0.0,0.0,0
photo,13.0,0.0,0.0,0.0,0
photo,24.000000000000004,2.0,2.0,0.0,0
photo,16.0,10.0,0.0,0.0,0
photo,19.0,17.0,1.0,0.0,0
photo,31.0,13.0,0.0,0.0,0
photo,11.0,4.0,0.0,0.0,0
photo,21.0,0.0,0.0,0.0,0
photo,17.0,5.0,0.0,0.0,0
photo,22.999999999999996,0.0,0.0,0.0,0
photo,17.0,2.0,2.0,0.0,0
photo,22.999999999999996,2.0,2.0,0.0,0
photo,16.0,3.0,0.0,0.0,0
photo,22.0,4.0,0.0,0.0,0
photo,14.0,7.0,0.0,0.0,0
photo,25.000000000000004,2.0,0.0,0.0,0
photo,19.0,6.0,0.0,0.0,0
photo,11.0,4.0,0.0,0.0,0
